id,名称,性质,价格区间,特点,推荐
0,肯尼亚,产地,40-80,结实,绣球/玫瑰
1,厄瓜多尔,产地,120-160,花期长,玫瑰
2,荷兰,产地,,,郁金香
3,哥伦比亚,产地,,运输距离长
4,日本,产地,200+,,嘉兰/马醉木
5,南非,产地
6,云南,产地
7,百利信,基地
8,梦金鹏,基地
9,爱比达,基地
10,方德,基地
11,海盛,基地
12,花蜜居,进口商
13,大树,进口商
14,斗南,花市
15,岭南,花市
